raw_column,z_column,sample_start,sample_end,mean,sd,nobs
log_gdp_pc_raw,log_gdp_pc_z,2004,2022,10.2102310359,0.383667094149,513
trade_raw,trade_z,2004,2022,0.429329298246,0.100845873459,513
liq_raw,liq_z,2004,2022,-1.11225588422,0.591976862434,513
